grid_x,grid_y,latitude,longitude,elevation_m,land_cover,terrain_penalty,rssi_dbm,snr_db,pdr,path_loss_db
2,10,51.50703663398224,-0.08695457981321561,3.0,80,0.0,-95.2951431274414,6.834978103637695,0.9766604850991332,109.29513549804688
2,11,51.504619878124316,-0.08213093943866984,10.0,50,0.8,-101.36097717285156,3.2103099822998047,0.6122606603449611,115.3609619140625
2,12,51.50220292445153,-0.07730781071825735,14.0,50,0.95,-99.3376693725586,4.3625288009643555,0.6339040869689055,113.33766174316406
2,13,51.49978577300199,-0.0724851935952747,11.0,50,0.95,-96.96366119384766,4.464166164398193,0.6357889805222966,110.96365356445312
2,14,51.497368423813825,-0.06766308801301067,3.0,50,0.95,-96.17971801757812,4.111364364624023,0.629228652413583,110.1797103881836
3,0,51.538336160256456,-0.1259387256338475,25.0,50,0.95,-98.87371063232422,0.06534045934677124,0.5511274851458099,112.87371063232422
3,1,51.53592138497417,-0.12110920740743777,27.0,50,0.95,-96.44143676757812,1.435944676399231,0.5780748851685017,110.44143676757812
3,2,51.53350641144484,-0.11628020161326959,29.0,50,0.95,-98.04884338378906,1.652267336845398,0.5822900470340882,112.04884338378906
3,3,51.53109123970662,-0.11145170819468808,39.0,50,0.8,-97.47896575927734,7.781485557556152,0.6947707591572768,111.47895050048828
3,4,51.528675869797716,-0.1066237270950305,35.0,10,0.7,-96.17851257324219,2.9336349964141846,0.6931835730705254,110.17847442626953
3,5,51.526260301756295,-0.10179625825762632,26.0,10,0.6,-98.85174560546875,1.8071744441986084,0.6561256918340246,112.85174560546875
3,6,51.523844535620526,-0.09696930162579724,29.0,50,0.95,-100.49860382080078,2.1283841133117676,0.5915243944993538,114.49859619140625
3,7,51.52142857142857,-0.09214285714285714,32.0,50,0.8,-98.39910125732422,3.060527801513672,0.6094122290476717,112.39910125732422
3,8,51.519012409218604,-0.08731692475211214,38.0,50,0.95,-95.85514831542969,6.802790641784668,0.6779186738519662,109.85514068603516
3,9,51.51659604902874,-0.0824915043968606,27.0,10,0.6,-98.32077026367188,1.4194117784500122,0.6428858647108493,112.32076263427734
3,10,51.51417949089715,-0.07766659602039311,24.0,50,0.95,-99.59473419189453,3.8384134769439697,0.6241200854151439,113.5947265625
3,11,51.511762734861975,-0.0728421995659925,17.0,50,0.8,-100.14945220947266,3.724724769592285,0.6219840318347256,114.14945220947266
3,12,51.50934578096133,-0.06801831497693393,16.0,50,0.95,-94.5096206665039,3.252377510070801,0.6130592960872522,108.5096206665039
3,13,51.506928629233336,-0.06319494219648476,9.0,50,0.95,-106.70465850830078,2.8992834091186523,0.6063374652029662,120.70465087890625
3,14,51.504511279716134,-0.058372081167904655,9.0,50,0.95,-99.49283599853516,2.8298134803771973,0.6050101289820964,113.49282836914062
4,0,51.545479016156555,-0.11665831645255582,43.0,50,0.95,-99.31962585449219,6.21577262878418,0.6675804009295617,113.31958770751953
4,1,51.54306424120407,-0.11182803971938522,45.0,10,0.7,-102.4368667602539,6.30288028717041,0.7892535782505521,116.43683624267578
4,2,51.54064926795376,-0.10699827563007148,44.0,10,0.7,-97.2741470336914,8.025666236877441,0.8290415791324522,111.27413940429688
4,3,51.53823409644381,-0.10216902412793069,43.0,10,0.6,-98.63984680175781,7.537175178527832,0.8184046857356384,112.63982391357422
4,4,51.53581872671241,-0.09734028515627095,28.0,10,0.7,-97.08789825439453,0.9967889785766602,0.6282036984832952,111.08789825439453
4,5,51.53340315879775,-0.09251205865839267,20.0,50,0.8,-98.86083984375,5.829627513885498,0.6606899106538052,112.86083221435547
4,6,51.53098739273805,-0.08768434457758838,25.0,50,0.95,-100.0018081665039,0.9498425126075745,0.568562208557568,114.00180053710938
4,7,51.52857142857143,-0.08285714285714285,19.0,10,0.6,-99.14627838134766,4.5257368087768555,0.741515535884243,113.14627838134766
4,8,51.526155266336126,-0.07803045344033308,25.0,50,0.95,-99.44448852539062,0.8732621669769287,0.5670587738092574,113.4444808959961
4,9,51.52373890607025,-0.07320427627042825,17.0,50,0.8,-100.37342071533203,4.405348300933838,0.6346986903756232,114.37342834472656
4,10,51.52132234781199,-0.06837861129068984,15.0,50,0.95,-100.57951354980469,4.293053150177002,0.6326132741599644,114.57952117919922
4,11,51.51890559159951,-0.06355345844437152,15.0,50,0.8,-99.17346954345703,3.504793882369995,0.6178384311198833,113.1734619140625
4,12,51.51648863747093,-0.05872881767471924,18.0,50,0.95,-100.92088317871094,4.336377143859863,0.6334184305237053,114.92086029052734
4,13,51.5140714854644,-0.05390468892497121,12.0,50,0.95,-101.02156066894531,3.5792429447174072,0.619243718576088,115.02155303955078
4,14,51.51165413561808,-0.0490810721383579,14.0,50,0.95,-101.69629669189453,4.230113983154297,0.6314422606454893,115.6962890625
5,0,51.552621872056235,-0.10737790946255507,34.0,50,0.95,-99.1212158203125,4.915637969970703,0.6441107365154859,113.12120819091797
5,1,51.550207097433685,-0.10254687390923534,48.0,10,0.7,-96.12734985351562,7.909194469451904,0.8265511658898357,110.12732696533203
5,2,51.54779212446249,-0.09771635121150342,36.0,10,0.7,-100.80850982666016,3.3048319816589355,0.7048964908450499,114.80848693847656
5,3,51.545376953180856,-0.09288634131264624,34.0,10,0.6,-98.66393280029297,5.638493537902832,0.7721997357641831,112.6639175415039
5,4,51.54296158362702,-0.08805684415594285,23.0,50,0.95,-97.22391510009766,3.849513530731201,0.6243283831060153,111.22391510009766
5,5,51.54054601583918,-0.08322785968466447,22.0,50,0.8,-96.1535873413086,5.210997104644775,0.6495085684005281,110.15359497070312
5,6,51.538130249855534,-0.0783993878420745,21.0,50,0.95,-96.26595306396484,5.608999729156494,0.6567219547720786,110.26595306396484
5,7,51.535714285714285,-0.07357142857142857,19.0,10,0.6,-95.60093688964844,4.697011470794678,0.7464091412531175,109.60094451904297
5,8,51.53329812345361,-0.0687439818159745,16.0,10,0.7,-98.00430297851562,4.301118850708008,0.7350052889605333,112.00431060791016
5,9,51.53088176311171,-0.06391704751895236,16.0,10,0.6,-100.39286041259766,4.0157647132873535,0.726585003767945,114.39286804199219
5,10,51.528465204726736,-0.05909062562359438,18.0,50,0.95,-98.04447174072266,4.70123291015625,0.6401692086071779,112.04447174072266
5,11,51.526048448336894,-0.054264716073125094,17.0,30,0.15,-96.23822784423828,5.872805118560791,0.9124869160069267,110.23823547363281
5,12,51.523631493980325,-0.04943931881076126,15.0,50,0.95,-97.4056396484375,4.244504928588867,0.6317101483188541,111.40564727783203
5,13,51.52121434169516,-0.04461443377971187,11.0,50,0.95,-96.7661361694336,4.464166164398193,0.6357889805222966,110.76612854003906
5,14,51.5187969915196,-0.03979006092317821,10.0,50,0.95,-99.9518814086914,3.341104507446289,0.6147417472327458,113.95187377929688
6,0,51.559764727955546,-0.09809750466504258,29.0,50,0.95,-99.79010009765625,0.480439156293869,0.5593279763121567,113.79009246826172
6,1,51.557349953663,-0.09326570997801416,38.0,50,0.95,-95.53457641601562,6.258092880249023,0.6683313001930614,109.5345458984375
6,2,51.554934980971005,-0.08843442835842019,28.0,10,0.7,-98.89730072021484,-1.0233969688415527,0.555147346149108,112.89730072021484
6,3,51.55251980991778,-0.08360365974951844,30.0,10,0.6,-94.18206024169922,0.5796802043914795,0.6134771497879106,108.18203735351562
6,4,51.55010444054156,-0.07877340409455881,22.0,10,0.7,-99.09823608398438,4.001992225646973,0.7261744069342827,113.09823608398438
6,5,51.54768887288058,-0.07394366133678337,22.0,50,0.8,-93.82316589355469,4.76900053024292,0.6414170930254683,107.82316589355469
6,6,51.54527310697303,-0.06911443141942639,20.0,10,0.7,-98.458984375,5.363574028015137,0.7648643838132783,112.458984375
6,7,51.542857142857144,-0.06428571428571428,19.0,50,0.8,-96.75822448730469,5.150811672210693,0.6484116973709912,110.75822448730469
6,8,51.54044098057112,-0.059457509878865715,24.0,10,0.7,-99.81336975097656,3.8278276920318604,0.7209490633574981,113.81336975097656
6,9,51.53802462015315,-0.054629818142091544,21.0,50,0.8,-96.22147369384766,5.308963775634766,0.6512906181379634,110.22147369384766
6,10,51.53560806164143,-0.04980263901859484,16.0,30,0.1,-95.96666717529297,4.811753273010254,0.8856735945588725,109.96665954589844
6,11,51.53319130507417,-0.044975972451570895,14.0,10,0.6,-101.98712158203125,0.14382632076740265,0.5978642367301803,115.98710632324219
6,12,51.530774350489516,-0.040149818384207295,15.0,50,0.95,-98.42711639404297,4.3812994956970215,0.634252505597039,112.4271240234375
6,13,51.52835719792565,-0.03532417675968377,14.0,50,0.95,-97.36653137207031,4.26251220703125,0.6320452396577292,111.36651611328125
6,14,51.52593984742075,-0.030499047521172436,17.0,50,0.95,-98.78644561767578,3.8799021244049072,0.6248984037593689,112.78645324707031
7,0,51.56690758385444,-0.08881710206121662,30.0,10,0.7,-96.3554458618164,1.5383412837982178,0.6469709835240297,110.35543823242188
7,1,51.564492809892045,-0.08398454792674853,26.0,50,0.95,-98.59870147705078,-0.11584074795246124,0.5475391535278863,112.59870147705078
7,2,51.562077837479336,-0.07915250707167729,32.0,50,0.95,-99.80793762207031,3.023599863052368,0.6087088086779218,113.80793762207031
7,3,51.55966266665458,-0.07432097943923148,27.0,50,0.8,-97.21476745605469,0.5062519907951355,0.5598369019715759,111.21476745605469
7,4,51.557247297456044,-0.06948996497263188,26.0,50,0.95,-97.5470199584961,0.608644425868988,0.5618544215902094,111.54702758789062
7,5,51.55483172992193,-0.06465946361509135,28.0,10,0.6,-97.10669708251953,-0.888810396194458,0.5601272330120808,111.10669708251953
7,6,51.55241596409052,-0.059829475309814965,25.0,10,0.7,-98.650634765625,0.9999647736549377,0.628314954307089,112.650634765625
7,7,51.55,-0.05499999999999999,15.0,50,0.8,-98.2861328125,3.996999502182007,0.6270916352608709,112.28612518310547
7,8,51.5475838376886,-0.050171037628835874,14.0,50,0.95,-97.51848602294922,4.656576633453369,0.639345862057695,111.51847839355469
7,9,51.54516747719456,-0.045342588139504245,13.0,50,0.8,-104.28887939453125,2.5925638675689697,0.6004655098563927,118.28885650634766
7,10,51.54275091855605,-0.04051465147517897,19.0,50,0.95,-95.01914978027344,0.5353617072105408,0.560410678004713,109.01911926269531
7,11,51.5403341618113,-0.03568722757902613,17.0,10,0.6,-97.79424285888672,-0.039734940975904465,0.5912269299569708,111.79423522949219
7,12,51.53791720699851,-0.030860316394204047,18.0,10,0.7,-97.35237884521484,3.745530605316162,0.7184588049090368,111.35237884521484
7,13,51.535500054155854,-0.026033917863863235,23.0,50,0.95,-99.29676818847656,3.0948169231414795,0.6100649770560052,113.29676055908203
7,14,51.53308270332151,-0.02120803193114654,8.0,50,0.95,-96.55144500732422,2.9897358417510986,0.6080633538871713,110.55142974853516
8,0,51.57405043975297,-0.07953670165227643,34.0,10,0.7,-104.1587142944336,2.0216503143310547,0.663347455920965,118.15869140625
8,1,51.571635666120784,-0.07470338775646608,35.0,50,0.95,-99.57026672363281,5.002601623535156,0.645703921619298,113.57025146484375
8,2,51.56922069398747,-0.06987058735213082,35.0,50,0.95,-99.99308776855469,5.268332481384277,0.6505520299789049,113.9930648803711
8,3,51.56680552339126,-0.0650383003824701,31.0,50,0.8,-99.47229766845703,1.2340490818023682,0.5741305404554731,113.4722900390625
8,4,51.564390154370436,-0.060206526790675445,30.0,50,0.95,-99.81795501708984,2.2577521800994873,0.5940226727479561,113.81795501708984
8,5,51.56197458696327,-0.055375266519930556,20.0,50,0.8,-96.1308364868164,5.729276657104492,0.6588878732588563,110.1308364868164
8,6,51.559558821208014,-0.0505445195134113,16.0,10,0.7,-99.88370513916016,3.467120409011841,0.7099349342267108,113.88371276855469
8,7,51.557142857142864,-0.04571428571428571,11.0,10,0.6,-102.06892395019531,3.8271236419677734,0.7209278165833489,116.06890869140625
8,8,51.5547266948061,-0.040884565065714015,10.0,10,0.7,-99.38037109375,2.3871655464172363,0.675479660278849,113.38035583496094
8,9,51.55231033423594,-0.036055357510848624,11.0,50,0.8,-101.7059097290039,3.5811474323272705,0.6192796412730165,115.70589447021484
8,10,51.549893775470615,-0.031226662992834147,9.0,30,0.1,-99.01941680908203,4.437062740325928,0.8746131117540066,113.0194091796875
8,11,51.547477018548335,-0.026398481454807433,6.0,50,0.8,-96.42516326904297,4.02950382232666,0.6276995189063472,110.42515563964844
8,12,51.545060063507314,-0.021570812839897556,12.0,50,0.95,-98.845703125,4.512671947479248,0.6366870713494608,112.84569549560547
8,13,51.54264291038578,-0.01674365709122575,8.0,10,0.7,-105.30586242675781,1.4431052207946777,0.6437013936854867,119.30584716796875
8,14,51.54022555922189,-0.011917014151905608,7.0,10,0.7,-101.74555206298828,1.9902005195617676,0.6622931514993291,115.74553680419922
9,0,51.581193295651104,-0.07025630343942194,9.0,50,0.95,-100.93802642822266,2.79672908782959,0.6043774517212507,114.93801879882812
9,1,51.57877852234924,-0.06542222946819506,14.0,50,0.95,-99.66548919677734,3.770010471343994,0.6228354601900369,113.66547393798828
9,2,51.57636355049539,-0.06058866920063752,10.0,80,0.0,-98.31721496582031,3.522582769393921,0.9175135346343947,112.31720733642578
9,3,51.573948380127796,-0.05575562257991948,6.0,30,0.15,-100.76151275634766,1.5101650953292847,0.7545162805378354,114.76148986816406
9,4,51.571533011284764,-0.05092308954920329,5.0,30,0.1,-99.84326934814453,3.17120623588562,0.830325760529583,113.84324645996094
9,5,51.56911744400456,-0.04609107005164343,2.0,30,0.15,-95.83309936523438,3.7565531730651855,0.8521840856013495,109.83309173583984
9,6,51.56670167832546,-0.041259564030386546,5.0,30,0.1,-95.04463958740234,5.871181964874268,0.9124506166672258,109.04462432861328
9,7,51.56428571428571,-0.03642857142857142,9.0,10,0.6,-110.43782043457031,-2.0643270015716553,0.5163319253951277,124.43781280517578
9,8,51.56186955192357,-0.03159809218932904,3.0,30,0.1,-108.54399108886719,0.5369215607643127,0.7006380486440744,122.54398345947266
9,9,51.55945319127727,-0.026768126255782572,8.0,10,0.6,-108.25457763671875,2.760472059249878,0.6876317804194317,122.25457000732422
9,10,51.557036632385085,-0.02193867357104737,10.0,50,0.95,-97.6749267578125,1.9981943368911743,0.5890054655992809,111.67491149902344
9,11,51.55461987528522,-0.017109734078231006,6.0,50,0.8,-99.75448608398438,3.541391134262085,0.6185294823976805,113.75447082519531
9,12,51.55220292001592,-0.012281307720433255,8.0,50,0.95,-98.06596374511719,2.8968327045440674,0.6062906670740127,112.06595611572266
9,13,51.54978576661539,-0.007453394440746112,6.0,50,0.95,-97.95758819580078,2.9785654544830322,0.6078503611317312,111.95758056640625
9,14,51.547368415121866,-0.002625994182253841,6.0,50,0.95,-97.90306854248047,2.1746878623962402,0.5924191352465794,111.90304565429688
10,0,51.588336151548845,-0.0609759074238542,11.0,50,0.95,-98.32416534423828,3.480747938156128,0.6173841213496005,112.32415008544922
10,1,51.58592137857742,-0.05614107306296472,7.0,10,0.7,-96.79885864257812,3.269836664199829,0.7038033722478962,110.79884338378906
10,2,51.583506407003114,-0.05130675261805479,6.0,80,0.0,-101.03793334960938,4.862082004547119,0.950018703261152,115.03791809082031
10,3,51.58109123686422,-0.0464729460322654,6.0,80,0.0,-97.48247528076172,5.388320446014404,0.959118154279213,111.48246002197266
10,4,51.57867586819903,-0.04163965324872962,8.0,10,0.7,-107.4023208618164,3.385939359664917,0.7074209290318291,121.40231323242188
10,5,51.57626030104584,-0.036806874210572695,6.0,30,0.15,-96.46282958984375,3.975942850112915,0.859755895425903,110.46280670166016
10,6,51.57384453544294,-0.03197460886091202,7.0,50,0.95,-99.65209197998047,3.2999963760375977,0.6139625885774395,113.65208435058594
10,7,51.57142857142857,-0.027142857142857135,14.0,50,0.8,-100.3234634399414,4.242599010467529,0.6316746742868965,114.32344818115234
10,8,51.56901240904104,-0.022311618999509758,15.0,50,0.95,-100.97586059570312,4.186067581176758,0.6306218328758294,114.97586059570312
10,9,51.566596048318594,-0.017480894373963763,13.0,50,0.8,-98.53042602539062,4.091909408569336,0.6288654722097089,112.5304183959961
10,10,51.564179489299484,-0.012650683209305244,14.0,50,0.95,-99.30999755859375,3.2814855575561523,0.6136115457271641,113.30998229980469
10,11,51.56176273202199,-0.00782098544861247,15.0,50,0.8,-99.03034210205078,3.902899980545044,0.6253295610749521,113.03033447265625
10,12,51.559345776524324,-0.0029918010349559224,14.0,50,0.95,-98.53608703613281,4.234973430633545,0.6315327284108099,112.53607940673828
10,13,51.55692862284473,0.001836870088601701,16.0,50,0.95,-96.59481048583984,3.604447364807129,0.619719021874275,110.59481048583984
10,14,51.554511271021454,0.006665027979005465,14.0,50,0.95,-98.82152557373047,4.425696849822998,0.6350760426287425,112.82151794433594
11,0,51.59547900744619,-0.051695513606775025,8.0,10,0.7,-109.51683807373047,3.4321227073669434,0.7088526965394261,123.51683044433594
11,1,51.593064234805304,-0.04685991854180492,8.0,80,0.0,-95.51084899902344,5.206693649291992,0.9561725250542178,109.51083374023438
11,2,51.59064926351065,-0.0420248376052407,11.0,50,0.95,-98.69380187988281,4.375610828399658,0.6341469282850795,112.69379425048828
11,3,51.588234093600505,-0.03719027074019409,15.0,50,0.8,-96.67225646972656,3.899711847305298,0.625269802708225,110.6722640991211
11,4,51.585818725113214,-0.03235621788976897,16.0,50,0.95,-97.61959075927734,3.957179546356201,0.6263463897105298,111.61959075927734
11,5,51.58340315808708,-0.027522678997061283,20.0,10,0.6,-97.3449478149414,4.767385482788086,0.748402024727696,111.34493255615234
11,6,51.58098739256039,-0.022689654005159158,19.0,10,0.7,-96.54706573486328,4.314984321594238,0.7354101828087604,110.54707336425781
11,7,51.57857142857142,-0.01785714285714285,20.0,50,0.8,-96.28632354736328,5.286839485168457,0.6508885367332103,110.28631591796875
11,8,51.5761552661585,-0.013025145496084797,20.0,50,0.95,-95.97926330566406,5.09323787689209,0.6473609548464049,109.97926330566406
11,9,51.573738905359875,-0.008193661865049584,21.0,50,0.8,-96.16588592529297,5.364765167236328,0.6523037816392938,110.16588592529297
11,10,51.57132234621381,-0.003362691907093985,23.0,50,0.95,-97.54291534423828,3.924302339553833,0.625730627890666,111.54292297363281
11,11,51.56890558875862,0.00146776443473304,19.0,50,0.8,-96.88235473632812,4.838881015777588,0.6427018816213288,110.88235473632812
11,12,51.56648863303252,0.006297707217390306,22.0,50,0.95,-97.63813781738281,4.940451622009277,0.64456565306326,111.63814544677734
11,13,51.56407147907379,0.01112713649784448,22.0,10,0.7,-96.43766784667969,5.771130561828613,0.7756805435980352,110.43766784667969
11,14,51.56165412692065,0.015956052333069924,17.0,30,0.1,-97.9867172241211,5.8150200843811035,0.9111862323543105,111.98672485351562
12,0,51.60262186334315,-0.042415121989387225,11.0,30,0.1,-98.29978942871094,4.031248569488525,0.8616127011532504,112.29977416992188
12,1,51.60020709103291,-0.03757876590574633,25.0,50,0.95,-100.29409790039062,0.3126269578933716,0.5560163978340615,114.29409790039062
12,2,51.597792120017985,-0.03274292416305389,17.0,10,0.7,-98.2501449584961,4.053254127502441,0.7277007219592964,112.25015258789062
12,3,51.59537695033668,-0.027907596704392357,13.0,50,0.8,-97.69575500488281,4.084168910980225,0.6287209340167523,111.69574737548828
12,4,51.59296158202735,-0.023072783472836297,14.0,10,0.7,-100.7032470703125,4.153682708740234,0.7306754861959937,114.70323181152344
12,5,51.59054601512829,-0.018238484411452406,21.0,50,0.8,-97.53141784667969,4.379106521606445,0.6342118072035186,111.53140258789062
12,6,51.58813024967784,-0.01340469946329951,45.0,10,0.7,-95.93339538574219,7.984083652496338,0.8281557287436615,109.9333724975586
12,7,51.585714285714296,-0.008571428571428563,35.0,50,0.8,-100.0093765258789,4.978498458862305,0.6452626705980781,114.00936889648438
12,8,51.58329812327596,-0.0037386716788826886,27.0,50,0.95,-98.22773742675781,1.5860778093338013,0.5810015550429611,112.22773742675781
12,9,51.58088176240113,0.001093571271302842,34.0,30,0.15,-99.89146423339844,5.431652069091797,0.9021073962009758,113.89146423339844
12,10,51.57846520312808,0.0059253003361005785,34.0,10,0.7,-97.85213470458984,5.130532741546631,0.7585195235607348,111.85211944580078
12,11,51.57604844549514,0.010756515572490894,30.0,50,0.8,-98.76419830322266,2.0763473510742188,0.5905181490868362,112.76419067382812
12,12,51.57363148954054,0.015587217037461954,29.0,10,0.7,-99.21212005615234,3.055192470550537,0.6970477830715097,113.21211242675781
12,13,51.57121433530256,0.02041740478800976,36.0,10,0.7,-96.65752410888672,5.793829917907715,0.7762724414356698,110.65750885009766
12,14,51.56879698281947,0.025247078881138058,27.0,30,0.1,-101.62406158447266,-2.127859354019165,0.5260263010747124,115.62406158447266
13,0,51.609764719239706,-0.033134732572894406,13.0,10,0.7,-103.5378189086914,2.47944712638855,0.6785065731882192,117.53781127929688
13,1,51.60734994726022,-0.028297615155820414,14.0,10,0.7,-105.95747375488281,1.4823552370071411,0.645050546497682,119.95746612548828
13,2,51.6049349765251,-0.023461012292353693,11.0,30,0.1,-102.17522430419922,5.140280723571777,0.8946626443321035,116.17521667480469
13,3,51.60251980707271,-0.01862492392554745,14.0,50,0.8,-105.8918228149414,4.451373100280762,0.635551957264607,119.89181518554688
13,4,51.60010443894137,-0.013789349998446934,17.0,50,0.95,-96.3719711303711,4.3836188316345215,0.6342955469957455,110.37196350097656
13,5,51.59768887216946,-0.008954290454089542,17.0,30,0.15,-96.35231018066406,4.664037227630615,0.8814183296429682,110.35230255126953
13,6,51.595273106795275,-0.004119745235504778,21.0,50,0.95,-98.79375457763672,4.881361484527588,0.6434819067685452,112.79374694824219
13,7,51.59285714285714,0.0007142857142857229,37.0,50,0.8,-97.2602767944336,6.631564140319824,0.6749204984352342,111.26026153564453
13,8,51.5904409803934,0.0055478024522681675,48.0,10,0.7,-95.52186584472656,8.24135971069336,0.8335784728730209,109.52184295654297
13,9,51.588024619442336,0.01038080503543662,42.0,30,0.15,-104.94390106201172,4.754018783569336,0.8840264934966929,118.94389343261719
13,10,51.58560806004227,0.015213293520792988,34.0,50,0.95,-99.0522232055664,4.800750732421875,0.6420010897217249,113.05220031738281
13,11,51.583191302231505,0.02004526796534699,29.0,10,0.6,-106.60579681396484,1.5993820428848267,0.649059410675789,120.60578918457031
13,12,51.58077434604834,0.02487672842611616,23.0,50,0.95,-99.85791778564453,0.5057271122932434,0.5598265547198431,113.85791015625
13,13,51.57835719153103,0.029707674960125854,23.0,10,0.7,-103.92542266845703,-0.47030195593833923,0.5755311440580692,117.9254150390625
13,14,51.57593983871788,0.034538107624409224,20.0,50,0.95,-98.3954849243164,4.787649631500244,0.6417601658410134,112.39547729492188
14,0,51.616907575135876,-0.02385434535850117,21.0,50,0.95,-96.52468872070312,5.341022491455078,0.6518728632416738,110.52468872070312
14,1,51.614492803487245,-0.019016466293059368,21.0,50,0.95,-96.3402099609375,5.257249355316162,0.6503504372950989,110.3402099609375
14,2,51.61207783303204,-0.014179101994000076,20.0,10,0.7,-98.95671081542969,3.9281680583953857,0.7239669642908232,112.95670318603516
